"text"	"id"	"code"
"based boris karloff classic mummy starts high priest osiris imhotep murders pharoah mistress punished mummified horrifying bandaged tongue removed covered flesh eating scarab beetles entombed alive recap thousand years soldier named rick played brandan fraser aids young historian named evelyn played rachel wiesz brother jonathan played john hannah finding book amon ra process inadvertently freeing mummy problem mummy revive mistress evelyn sacrifice walking low expectations thought movie pretty good visuals cgi astounding cheaply pack ton detail images scenes involving mummies rendered completely cgi computer special effects makes brilliant scenes unnerving moments involving flesh eating scarab beetles moments mummy people freed artifacts cursed film attempts short span time tug war control genres hand fast paced action film frightening horror film side hilarious comedy ideally successful film focus action oriented aspect character serving comic relief johnson problem film characters serving comic relief rick occasionally delivering witty liner make horror action comedy helped established early film backstory imhotep entombment impossible slapstick fight scene sword wielding rick army mummies feel slapstick comedy replace sword chainsaw effectively ash fighting zombies army darkness entertaining funny feels place break naive heroes brendan fraser playing lot movie pure popcorn fare beginning end entertaining audience end review plea movie theatre owners turn sound lot theatres good sound systems ears ringing walked theatre sound irritating make crap pants careful showing trailer upcoming schwarzenegger film end days loud couldn make "	190	"Positive"
" watching italian writer director dario argento lauded murder mystery tenebrae struck sins commits storyteller manages emphasising style matters plot argento notorious cult film circles aficionados praise tenebrae greatest giallo murder mysteries perfect repeated viewings reveal nonetheless densely plotted terrifically stylish thriller story promotional visit rome famous american mystery novelist peter neal anthony franciosa discovers serial killer loose inspired latest book tenebrae police back leads decides personal interest case drawn mystery film benefits enormously fine central performance franciosa brings grace charm deceptive benigness character interesting foil violence books writes unfolding real life horror film awash fascinating psychosexual tension argento peels back facade showbiz jetset lifestyles reveal amoral ambivalent shadowy world desire forms dangerous business tenebrae multi layered argento scripts date bubbling underneath surface viewings psychological themes play respect strongly recalls previous giallo deep red profondo rosso full length italian language version fans enjoy spotting recurring themes needless argento fans denying director brilliance stylist action murder sequences directed characteristic finesse feature plenty intriguing camerawork impressive fact film argento creates mood filling scenes light dark shadows deep rich colours earlier works deep red suspiria tenebrae set design lighting paints sleek clinical chilly vision vaguely futuristic urban world soundtrack mix electronic atmospheres gothic rock frequent argento collaborators goblin perfect accompaniment tenebrae recommend question constantly nagging back viewers mind lumps narrative critics argue logic doesn matter argento films damnit matters films point viewers don deserve feel cheated don solution mystery skip paragraphs hour tenebrae story takes unexpected twist properly handled proved ingenious witness murder serial killer man discover author peter neal insane apparently murders continue remainder film neal decides time settle personal business involving neurotic wife finally revealed killer film bloody climax argento muffs twist technically narratively supposed tricked thinking scene peter neal innocent witness crouching bushes nearby time spying killer house poor editing neal murdered killer bad cutting puts timing words places crucial scene thrown ridiculous red herring film end realise sake alibi neal inflicted nasty injury earlier scene make attacked fleeing assailant injury banged head bloody great rock revelation hero killer anti hero final scenes prove shocking implausible time end credits rolled helpfully end learn bizarre flashbacks personal humiliation murder permeated film belonged neal problem explanations offered motivations psychologically fuzzy story owes understanding franciosa mind concealed madness sudden murderous rampage tenebrae marred annoying inconsistencies instance teenage boy girl leave hotel room minutes girl riding back motorbike assume rider boy turns male character aren introduced careless filmmaking pure simple story flaws visuals set pieces argento exciting filmmakers world extended scenes tenebrae upset girl wandering streets night needlessly taunts guard dog point unbelievably jumps high fence chases town finally desperately seeks escape crazed canine accidentally stumbles serial killer lair absolutely masterful sequence tense exciting communicating wealth information visuals kind thing makes flaws frustrating argento films sum impressive parts mind love murder mysteries tenebrae worth fan argento unique style giallo thriller essential uncut widescreen version drink wonderful cinematography luciano tovoli stylish great quirky film problem narrative shame doesn argento recent stendhal syndrome aid writer franco ferrini fashioned solid storyline sacrificing surreal weirdness visual panache proof "	191	"Positive"
" concept jean claude van damme killed ten minutes movie isn finally van damme movie don sarcasm start movie minutes find newly deceased twin brother lucky jean claude van damme works russian mafia united states killed operatives van damme police officer france finds twin brother knew killed france remaining twin french cop united states find killed brother avenge death hooks deceased brother girlfriend played natasha henstridge set discover murderers jean claude acting abilities don usual lackluster standards movie words case missed sarcasm acting worse normal upside natasha henstridge film species naked sadly high point movie decent actress didn improve thought species typical van damme movie jean claude variety high end martial arts moves opponents haven van damme movie simply put absolutely movie retread plot isn time jean claude played twins act natasha breasts species repeat performance complaining pretty movie van damme involved par "	192	"Negative"
"plot separated glamorous hollywood couple pretend reunite press junket movie shot kewl pretend movie critique trite unfunny boring waste talent premise zest bite turn movie doesn feature chemistry real laughs surprises spice julia roberts solely puppy dog character puttering background endure complete bitchiness zeta jones character bit funny romantic ideal ingredients romantic comedy chose john cusack great quirky actor play bland uninteresting unfetching character chemistry leads decided project funny greenlight featuring talents mentioned billy crystal christopher walker seth green stanley tucci don words worst movie ve year sucks basically funny record state problems starts slow energy doesn engage characters julia barely interesting film lame utilizes flashbacks move story forward utterly predictable standard routine uninteresting plot sits screen big ugly waiting waiting laugh find amusing hank azaria shows aaaaaah film savior mind offended exaggeration stereotype story altogether experienced voice actor upstages main stars summer blockbuster romantic comedy top antonio banderas accent damn dude film trouble rent movie video wrong references ricky ricardo senor wences huh idio plot points characters roof stretch arms relax believes kill hardy har har cheap audience leave theater laughing bringing back ball sniffing dog place location end movie won respect actors film laugh azaria green tucci antics time time ironic eh leads dammit premise film finished product dud btw talk film julia roberts fat suit scene character supposed lost pounds scene finally excited basically looked julia roberts fat suit ugh gonna start drinking lame ass movie mon hollywood crud joblo coming beautiful friend wedding notting hill pretty woman runaway bride wedding planner harry met sally ve mail "	193	"Negative"
" saint expected ways theatrical remake television series saint series sequel return saint val kilmer plays simon templar elusive thief makes living stealing things movie closely resembles james bond flick classic bond symbols man woman man persues villain achieve kills reach goal kilmer good role movie times left ponder tight situations movie begins childhood strict school run catholic priests young boy kilmer character enjoyed magic journey schoolwork school teacher finds reading book demands young boy proclaim catholic saint refuses announces wishes leads devestating mistake stay mind life kilmer mission shown steal microchip ivan tretiak played rade serbedzija press conference make heavily guarded vault area avoiding guards cameras potential obstacles mission completed safely home fee paid logs bank account finds million dollars short million decides carry mission retire dr emma russell portrayed elisabeth shue discovered produce energy cold fusion advancement change world save thousands lives areas russia millions heat freezing death problem tretiak gain power people presents option kilmer achieve goal tretiak hires steal equations small pieces paper shue enjoyable features film disguises kilmer dawns complete missions convincing characters movie kilmer utilizes disguise lure shue character provide means stealing energy formula meet end sensual experience kilmer character seemingly falling love emma russell falling love kilmer alter ego traveling artist reach goal million requires steal energy formula putting feelings shue character eventually track simon templar putting pieces names catholic saints finds left team reclaim energy formulas tretiak saint action packed slow points sound added intense moments movie moments comedy moments kilmer extraneous convincing disguises personalities enjoyable movie stop action "	194	"Positive"
"corey yuen latest film hero notable fronts film bring back shaw brothers studio back forefront film production film discovery yuen biao film opens end qin dynasty immigrants making shanghai poverty crime rule china young man ma wing jing brother enter fabled city laborers pier tam powerful gangster town control center city alliance british army wing jing friends confrontation friendship grows men start realize dreams wing jing powerful wealthy man settle woman love wing jing meets singer club jessica hester falls love realizing star attraction stealing picture display wing jing brother plot impress rob foreigner money cloths set midnight rendezvous wing jing run afoul rival gangster yeung seung bribed police effort gain control night club bothers arrested held manage escape dawn jessica waited cold manager night returns home decides retire night club wing jing repayment saving life attempted murder arranges trade lover valerie chow care wing jing sided yeung seung performances film top notch fine turns takeshi kaneshiro ma wing jing jessica hester valerie chow comic turn yuen wah previously mad vietnamese samo hung eastern condors marvelous surprise gift comedy marvelously understated hilarious stand yuen biao returns screen string disappointments stellar performance tam triad boss time coming end cunning craft uphold pride gangster violent retaliates instigates violence time fight yuen biao looked corey yuen directs film maturity sense pacing lacking hong kong movies late lighting cinematography staging film beautiful watch action scenes disappoint aggressive inventive martial art choreography ve time surpassing jackie chan work rumble bronx strike special effects team deserves praise fantastic job making impossible early fight takeshi kaneshiro yuen biao back horse believed noteworthy score film marvelously lush orchestral style representative hong kong fare dare ranks high scores titanic rosewood year hero marks grand return filmmaking shaw brothers film faith hong kong cinema alive flourishing "	195	"Positive"
" remake warren beatty vehicle heaven wait turn remake mr jordan earth tells tale lance barton chris rock lethal weapon iv young black standup comic win audience harlem apollo theater heaven prematurely bumbling angel keyes eugene levy show recourse return body chooses charles wellington tenth richest man united states wellington rich white years makes lance bid closing night apollo desire woo suntee regina taylor jerry maguire tad tricky original elaine warren beatty script reworked chris rock lance crouther ali leroi louis turn beatty vehicle football player rock vehicle comic add racial humor directed chris weitz paul weitz codirectors american pie costars chuck buck affair amateur hour initial scenes play filmed line reading rehearsals production values shoddy rock wellington counterpart problem attributable fact white guy lip action synched screen rock chance fun schtick turnaround wellington plans poor neighborhood hospital bullet head bed uneven interacting rest cast regina taylor fares amidst mediocrity young activist confusedly ends falling man believed nemesis good frankie faison hannibal whitney lance compassionate manager human made privy lance body body switch chaz palminteri levy pretty wasted heaven ambassadors show alumnus jennifer coolidge poorly wellington cheating wife shown days wearing outfit greg germann tv ally mcbeal sweet november continues display sitcom roots lover husband lawyer mark addy full monty sorely underutilized cisco wellington fake english butler stealing show scene wanda sykes chris rock show wellington disgruntled maid earth chris rock fans rent heaven wait brought earth "	196	"Negative"
" strange computer animated talking ant movies single year disney pixar animation latest film represents bugs life isn deep predecessor dreamwork antz funny bug life centers appropriately life ant named flik flik cutely voiced newsradio david foley hates sticking tradition attempts find ways harvesting food task inventions offering completely lost leaders colony send mission offering food vile group grasshoppers force ants harvest leader grasshoppers hopper fiendishly voiced oscar winner kevin spacey offering lost hopper upset vows return shortly retrieve double amount food leaders ant colony send flik mission dream successful hope harvest extra food flik mission hire warrior bugs fight grasshoppers return flik accidentally hires circus performing bugs mistakenly assumes warriors returns warriors town ecstatic find truth heroes bug life animation simply stunning sheer uniqueness day day bug life imaginative great voice acting film perfect holiday family film main weakness couldn beat antz theaters making stale material "	197	"Positive"
"young einstein embarrassingly lame didn stop phenomenon australia largest box office hit time warner brothers hoping movie follow footsteps paul hogan inxs shrimp barby latest rage personally hoping americans rise occasion make young einstein box office bomb young einstein sprang twisted mind yahoo wrote produced edited directed film starred stunts creation stupid contrived expect named yahoo movie takes substantial historical liberties recreating einstein youth scientist hailed germany film finds living parents tasmania remote australian island addition deriving formula energy theory relativity albert invents surfing bubbles beer electric guitar yahoo plays einstein naive unrefined country hick clown insatiable curiosity yahoo performance endearing dimensional characterization loses novelty faster mc yahoo created charming family albert scenes tasmania clever twenty minutes movie quickly plummets degenerates poor excuse comedy young einstein hampered lethargic pace inane plot yahoo mtv addict movie features omnipresent soundtrack music altogether gratuitous quickly overbearing scene includes blaring rock song leaves wondering watching movie music video instrumental score hand generally playful yahoo classics overture theme good bad ugly great comic effect halfway young einstein knew movie stinker wasn end finally put finger comedy takes roots whimsical film fantasies young sherlock holmes cheesy prime time sitcoms fact young einstein home network television sophomoric humor wouldn raise eyebrows "	198	"Negative"
" long kiss goodnight meryl streep failed pamela anderson lee made attempt fell flat bared assets geena davis bankable american female action star long kiss goodnight preposterous incredibly fun action thriller directed husband renny harlin davis plays samantha caine mousy suburban school teacher mother memories back years ethically questionable private detective mitch hennessey samuel jackson slowly remembers reclaims past charly baltimore tough nails cia operative needless reappearance samantha charly appearance assortment goodniks erase memory shane black netted cool mil script prose deserving hefty price tag worth delivers goods black previous work lethal weapon boy scout script juggles impressive action scenes funny quirky dialogue humor works case story preposterous laughs things taking things argument unbelievable sequences original entertaining hell resist sight davis tossing daughter hole house nearby treehouse chasing car ice skating jackson davis make good team jackson funny fact spirited line deliveries appears reminiscent work jules pulp fiction good benefit project davis shows promise action heroine makes effective succeed streep lee failed doesn joke slyly taking jabs situation doesn work lays toughness bit thick caricature public embrace film turn notion kick ass female davis found special niche davis harlin collaboration middling pirate epic cutthroat island dress rehearsal albeit costly long kiss wife husband team hit action stride simply fun escapist entertainment requires thinking find film kiss "	199	"Positive"
" evil dead ii bad movie full terrible acting pointless violence plot holes remains cult classic fifteen years release explaining movie stands similar plots including original evil dead extremely difficult people stranded log cabin middle struggling survive vicious attacks variety ugly hairy wart covered monsters movie monster vision week evil dead ii funny funny people die sick director sam raimi create enigma movie unique execution sarcastic subtle disturbing hilarious raimi odd approach monster protagonist ash girlfriend people cut half chainsaw tidal wave blood open wound top top laugh loud funny watching ash straight face unexpectedly showered ten gallons blood staining face knocking back feet movie watch ash beat watch ash defeat monster watch ash beat zanier monster repetitive unrealistic movie amusing matter sick sound funny watch bruce ampbell ash butt kicked minutes raimi takes advantage ash tormented head girlfriend body lady hand superior idle hands watch ash uncontrollably hit forced cut body part doesn end ash fight severed hand moves celerity thing addams family events thrown minute roller coaster camera movements shocking inexplicably funny raimi expects audience laugh film progresses enjoying borrowing classic mirror scene marx brothers duck soup bringing characters picture comically kill running time hour half raimi impossible making horror film gore plot intentionally laughs scares ending evil dead ii opening film series raimi lot fun making movie couldn wait make sequel "	200	"Positive"
" production early days initial aborted pre release publicity hard rain bore moniker flood ultimately paramount pictures nervous movie confused underperforming disaster films dante peak volcano changed title shifted release date year paraphrase bard swill smell rank number picture disaster disaster hard rain case movie progressively worse passing minute shot occurs opening credits camera pans streets byways huntingburg indiana water level slowly rises community protected overworked dam evacuated rain continues pour relentlessly cloud choked skies moment downhill initial entertainment film possesses long drained halfway point takes forever end credits longest minute motion pictures recently endured basically hard rain extended dull chase sequence punctuated occasional shoot outs lot water broken glass gunfire explosions routine uninteresting aren real characters plot occasionally makes sense film conclusion preposterous worth watching sheer masochistic enjoyment monumentally idiotic film makers decide resolve myriad subplots floating action films supposed progressively invigorating rush conclusion graham yost writer speed hard rain surely understands principle cinematographer turned director mikael salomon place applies action hard rain grows tedious repetition kinds things speedboat chases flood damage shoot outs movie constantly recycles twenty minutes worth material pad running time acceptable movie length storyline number paper thin characters contrived circumstances tom christian slater dimensional action hero works security guard driving armored car full cash partner charlie edward asner tv lou grant stuck street rapidly turning river group men led jimmy morgan freeman arrive scene rescuers robbers charlie killed shoot tom hides money runs swims boats huntingburg roads encounters locals karen minnie driver love interest bickering couple richard dysart betty white hand provide comic relief easily corrupted sheriff randy quaid helpfulness hides sinister ulterior motives isn real acting film christian slater utters lame liners lot mugging camera tom easily lifeless characters actor brought screen randy quaid sneers lot totally unconvincing morgan freeman minnie driver attempt give legitimate performances defeated script freeman cinematic thespians working today suitably embarrassed suppose good paycheck time time wake twister natural disaster movie doesn trust nature fury chief engine conflict result saddled idiotic good guys bad guys story effectively ruins potential flood tale titanic proved wealth drama movie water hard rain successfully demonstrates opposite equally year hollywood subjected unique brand moronic mayhem fire firestorm water hard rain fortunately elements left "	201	"Negative"
"warning offended blatant leering machismo avoid film lots blood guts men men mano mano stuff words walter hill film john milius script picture guys producing movie arm wrestling matches films male characters hard time identifying due likelihood meeting result arm ripped subsequent death beating limb tough guys galore drug running banditos dozens dirty sweaty pretty ill tempered secret task force army commandos area cover supposedly connection government drug runners lots shit kicking texas dirt farmers shoot eyes nick nolte hard ass texas ranger powers boothe drug kingpin michael ironsides leader secret army rip torn local sheriff torn sympathetic figure group smiles shooting women ve jane fonda meryl streep walter hill film rate doubt women exist good comfort man argued gosh days frankly pretty good movie accept premise macho stuff cinematography excellent cast characters broad texture script good film lets happening spelling film makes finally lots sam peckinpah slow motion shoot ups "	202	"Positive"
"talk movie dated hit theaters spice world feature film debut pre fabricated pop band spice girls intended sort hard day night ends simply hard watch watching spice girls reminded saturday morning cartoon trick smurfs snorks teenage mutant ninja turtles identically animated creatures differentiated characters personality quirk spice girls interchangable pringles talented ginger geri halliwell brainy sporty melanie chisholm athletic baby emma bunton childish posh victoria adams fashion conscious scary melanie brown tongue pierced back post sticks throat film doesn plot girls travel culminating live performance albert hall action hodgepodge mismatched ideas misfires include alien encounter fiendish tabloid editor scheming wreck spice girls shooting spice girls documentary movie producer george wendt pitch ideas spice girls movie incredibly fetched plausible mess ended meeting pregnant friend sole purpose maintain film maxim pregnant characters give birth movie ends boating adventure bus race club hopping apparently notices famous spice girls crowd start sing assorted number musical performances press conferences general celebrity stuff whew reason film littered star cameos elton john elvis costello bob hoskins meat loaf heck roger moore shows decide parodying james bond lobbying reincarnation ernst stavro blofeld richard grant largest secondary part thankless role band manager clifford celebrity spotting partially amusing decent pass time confronted rest film amusing spontaneous spice girls songs deadly boring songs alright play lifeless adaptations music videos advice fans stay home watch video collection spin cd couple times option enjoyable film fans stay "	203	"Negative"
"linda fiorentino disappeared radar deservedly heralded turn cable pic seduction cast dogma lead short inexplicable fine form bethany abortion clinic worker lost faith night visitor heaven makes fiery entrance bethany bedroom metatron alan rickman voice god stop fallen angels entering jersey church fate universe depends god missing human form earth heard bethany joined road trip garden state prophets jay jason mewes silent bob kevin smith double duty slacker minstrels appeared smith films point rock drops naked sky rufus undocumented black thirteenth apostle offers assistance divine stripper serendipity salma hayek wild ride pursuit loki bartleby damon affleck sharpest banished heaven wisconsin discovered dogmatic loophole enable return loki decides wreak havoc knowledge sins absolved pearly gates point terrorizes boardroom full suits angry combination words bullets nasty guiltily enjoyable scene asks corrupt wings desire ain debuting clerks smith grown director terms working actors chris rock film weak link jokes wooden frills visual style hasn changed years dogma widescreen compositions blockbuster affectations writing characters sit delivering caustic hilarious speech dogma chips big religious issues hypocrisy accompanies organized system beliefs eloquently articulately monologues sound blatant exposition verbal introduction person forever movie weighty talk hard time maintaining momentum hurlyburly eventually dogma pacing slack long diatribe bartleby late game laments destiny celestial beings point ve heard change heart bartleby initially good cop loki bad drives climax rant great deal screen time affleck deserved big moment damon steals scenes prior ultimately makes film feel bloated tarantino smith video age sponge sample mad indie filmmaker dogma pays homage eclectic batch movies including indiana jones crusade silent bob harrison ford weird science shit demon attacks heroes smith kitchen sink brand humour dexterous maneuvering satirical cardinal played george carlin attempts mount publicity campaign slogan catholicism wow scatalogical ensures lover comedy leave dogma feeling malnourished bust ed gut occasions proceedings foot opening funniest disclaimer disclaimer put protestors ease read dogma prerelease ballyhoo tradition temptation christ martin scorsese adaptation nikos kazantzakis controversial directly linked picture content rumours heresy famous anecdote fletch director michael ritchie inviting picketers temptation christ screening dime rallying watched single person refused smith scorsese lot common films question smith bethany scorsese jesus hollow shells faith fact dogma denouement thrilling showdown worth wait catholic love veritable recruitment poster felt sentimental religion don belong powerful filmmaking smith sincere devotion god spirituality shines make forgive dogma editorial sins religion movies catholic league beats dogma imaginary crimes doctrine roundabout attacking live freedom expression celluloid feel bible thumper qualified criticize dogma william donohue followers "	204	"Positive"
" film recent left conflicted feelings neil jordan harrowing humorous horrifying adaptation patrick mccabe young lad francie brady eamonn owens descent madness ireland hand difficult invested francie story unsavory character unjustifyably venting rage nosy harmless neighbor mrs nugent fiona shaw hand found difficult laugh francie darkly comic shenanigans sick needy child raised drunken father stephen rea suicidal mother aisling sullivan hand found difficult completely sympathize francie emotional scenes lack word bad deeds incredibly shocking brutality malicious glee performs butcher boy power undeniable film unforgettable disturbing makes unsettling francie wink wink matter fact attitude expressed cheeky voiceover narration delivered adult francie rea heavenly creatures played largely laughs ll sort understand anchoring film astonishing debut performance owens love francie hate eyes owens butcher boy twisted unusual film bound make uncomfortable lobby screening overheard man raving great disturbing heard offended woman disgust movie unfunny didn expect chase long don react don react michael jordan winning nba championship thoughts meeting november "	205	"Positive"
"jay silent bob strike back kevin smith swan song famous characters received comedy ve mary tea party comparison foul mouthed humor jay silent bob strike back audience didn laugh wild boisterous laughter heavy applause short raunchy humor find funniest movie year hand walked disgust smith dogma jay silent bob strike back movie fastest paced movies year story jay silent bob jason mewes kevin smith pair card carrying drug dealers traveling jersey convenience store home hollywood stop movie comic book alter egos bluntman chronic movie jay silent bob consent jason biggs james van der beek slated star jay silent bob strike back cameos movie ve include carrie fisher bible toting nun mark hamill comic book version famous alter ego gus van sant director busy counting money yell action ben affleck matt damon mock movies film stops times make fun audience stupid buy tickets movie purchasing tickets film extremely smart delivers laughter dollar recent memory film skewers people write movies internet guilty filled inside jokes ll laughing easy understand funny jay motor mouth hasn met subject couldn vulgarize favorite topic oral sex equal opportunity profaner make crude jokes absolutely buddy aptly named silent bob responsible movie success reaction shots wildly exaggerated eye movements comedic gems story main subplot concerns animal rights activists justice shannon elizabeth sexy buddies sissy eliza dushku missy jennifer schwalbach smith chrissy ali larter charlie angels types give ride heroes trek lalaland stop picture jay put moves justice doesn stay command situation long funnier sight gags women pink clam shaped birth control case high tech gadgetry granted movie kevin smith brand humor ll find earlier funniest movie year wait forget bound funniest movie year time movie feels obligated pg rake maximum cash great filmmaker guts target mature audience jay silent bob strike back runs lightening fast rated pervasive crude humor language sexual situations acceptable high school seniors older film opens nationwide united states wednesday august silicon valley showing amc century theaters "	206	"Positive"
"play bone newest addition ron shelton sports themed repertoire fails numerous ways shelton great films bull durham white men jump dud unsuccessfully attempts athleticism method connecting characters creating interesting subplots shelton films considered sports films heavily revolve specific game story shelton good past sports analyze structure society collection films examination classes races living regions play bone unsuccessful boxing theme dull side story guys girl travelling country worse film social message predecessors relationship friends failed boxers face ring thousand dollars confusing number reasons film primarily buddy picture depends strength friendship characters weak bond reasons listed cesar antonio banderas vince woody harrelson meet scene odd friendship developed mandatory vince cesar argue moment trip las vegas convincing moment dedicated characters laugh agree character trip grace lolita davidovich stands scene making impossible understand difficulty male characters fight interfering irrelevant side stories vince convinced sees jesus regular basis cesar yells sky spanish angry grace sell inventions hotel owner robert wagner boring tales hurt central plot time men fight don hesitate pound wasn point road trip show friends hurt time road trip part movie film shelton hand continues story forty painful minutes remain boxing scene cesar vince starts powerful interestingly boxing movies fight long repetitive predictable awhile kind film "	207	"Negative"
" understood clich hell earth meant recently ve experienced life terrifying horrible monstrously deplorable justified termed hell earth ve war ve victim violent crime ve broken hearted ve audited frame reference people meant hell earth cruel intentions perfect world charge movie studios thing perfect world hollywood producer thinks setting story contemporary america cast playing teenagers featuring soundtrack ripped directly mtv throw jail wouldn average jail maximum security installation producers involved production films put front war crimes tribunal forced beg mercy crimes humanity thinking bad cruel intentions answer worse watching cast motion picture atrocity act roger kumble written script lot stabbing arm chainsaw pouring salt open wound pouring acid salt don kumble evoke comedy tragedy opening scene marci greenbaum tara reid whines nude photos posted internet emotion felt sheer boredom opening scene boring actor ryan phillippe seduce tv actress swoosie kurtz conclusion don remember practically fallen asleep cruel intentions hell earth war tax audits "	208	"Negative"
" million found previously undiscovered airplane crash site jacob lou huh event situation hank paxton finds dim witted brother jacob thorton tubby friend lou brent briscoe large bag cash inside plane wreck judgement hank decides idea keeping authorities rest film question die secret worth simple lies lines bad things clay pigeons fargo kind wrapped dark bundle sam raimi departure normal freak show horror monkey films made stylish intriguing picture lets audience sit back watch events unfold force throats directors prefer raimi knew winner hands decided direct picture natural flowing film components linked recurring theme terrence malick thin red line malick hour bore thon makes interesting attempt link mother earth war story occasional pretty cut field flowing grass small bird flowing body water obvious metaphorical connections subtlty efforts raimi fine job tying fox chicken coop birds prey signify future characters viewers miss comparison intriguing ingredient film billy bob thorton proof independent film industry vital life blood hollywood continute produce people thorton hollywood fantastic devastatingly deep performance engrossing carl childers character slingblade complex jacob slow simple deep thought wondered thinking things didn taking long time thing proves worth character actors industry plot unoriginal appealing twist characters paxton performances career straight leader group cry chet wierd science bridget fonda miscast advice giving wife doesn ruin picture simple plan included group recent small hollywood films dark pretty redeeming important message unlike counterparts "	209	"Positive"
" movies skip daughter vile time favorite martian weeks back disney effects filled live action flick based tv program true probgram years time cartoon cartoon understandably reluctant disney big screen daughter wanted bad turns inspector gadget oddly format favorite martian jive talking side kick thought people imdb informs ig directed david kellogg written dana olsen kerry ehrin mfm directed donald petrie written sherri stoner deanna oliver odd similarity movies explained studio produced formula isn business life producers micromanaged projects prominant screen credits parts hear zany zany painful sexual reference reason make painful audience squirming seats fine add bug guts scene character depth zaniness don zany make zany cut explanation absence charming michelle trachtenberg movie michelle plays penny gadget niece shines scene minutes screen time guess rest cutting room floor dabney coleman comedic talents utterly wasted chief quimby expecting funny save film poor lines unexceptional scenes upstaged cheri oteri gidget bitch hell town mayor oteri overly enthusiastic continually congratulatory speech patterns mannerisms portland oregon manic mayor vera katz studio wasn poking fun fair town career politicians matthew broderick stroll inspector gadget godzilla appears fun film evil gadget rupert everett entertaining maniacle claw joely fisher fine zany scientist zany carbon copy performance things worth watching film hughley plays shuckin jivin vehicular side kick role firmly sets emancipation back years dialog face pretty bad tag line major set piece battle faux pas makes sense context lot lines hughley made people gift ad lib quarters film unnecessary origin story gadget claw gadget spends movie locate claw altercations battles evil gadget penny minute half detective work character week cartoon rage minute michelle trachtenberg excellent choice penny character utterly charming excellent experience harriet spy part pint size detective underutilized film real mystery film loses star casting brilliance coupled scripting editing stupidity inspector gadget missing long long stretches potty humor things made favorite martian unbearable short movie cut moment scenes film occur end credits evil sidekick support group worth amazing number cameo appearances seconds onscreen bad live action film premere studio bad live action films disney revenues generally money making cartoons produce losers true mary poppins find team produce give chance "	210	"Negative"
" movies make jaded movie viewer thankful invention timex indiglo watch based late television show mod squad tells tale reformed criminals employ police undercover things wrong evidence stolen immediately suspicion ads make quick cuts cool music claire dane nice hair cute outfits car chases stuff blowing sounds cool movie fifteen minutes quickly apparent mod squad slick production complete nice hair costumes simply isn film cross hour long cop show music video stretched span hour half single clich doesn matter film based television show plot elements recycled ve characters acting spectacular bordering wooden claire danes omar epps deliver lines bored transfers audience escape unscathed giovanni ribisi plays resident crazy man ultimately thing worth watching save convoluted mess characters don occupying screen time young cast cool clothes nice hair hip soundtrack appears film geared teenage mindset american rating content justify film juvenile older mindset information characters literally spoon fed audience hard show telling dialogue poorly written plot extremely predictable film progresses won care heroes jeopardy ll aren basing show television show remembers questionable wisdom considers target audience fact number memorable films based television shows counted hand missing finger number times checked watch clear indication film clear film attempt cash teenage spending dollar judging rash awful teen flicks ve late avoid film costs "	211	"Negative"
" experience baby geniuses effects average moviegoer scarred life petrified piece garbage disarmingly horrible ponder hollywood existence screenwriters film picture room full monkeys monkeys pounding typewriters scratching monkeys combine efforts hop cab finished product downtown director bob clark office designated monkey explains plot jumping clark desk flailing arms shrieking director appears deep thought slams fist desktop exclaims love writing project embarrassing amusement explain plot dr kinder kathleen turner dr heep christopher lloyd cold hearted executives baby geniuses institute peculiar studies story ancient myth explaining babies ages secrets world previous life experiences move past phase drooling toddler kinder heep unlock secrets test babies sylvester sly short break situation efficiently home mission impossible team crap derived premise fact virtually identical plot talking superior film league determine quality film examining opening scene sylvester broken managed elude security guards amazing intellect kung fu tactics question obvious babies super smart fight jackie chan adults film furiously beaten youngsters diapers shock writers stoop low draw cheap laughs john hughes familiar home formula found disturbing babies film attitude endless knowledge quoting numerous movies insulting adult captors effects baby geniuses similar talking animals babe pathetic editing disaster jokes funny reason viewers avoid vomiting argument babies cute suppose admit smiling times babies cute instances howling laughter due inane stupidity script supporting characters personality whatsoever entire existence based punch lines peter macnicol kim cattrall unwilling couple adopted sylvester twin miscast don suppose performer handle uneven material incredibly stupid dom deluise plays fellow hit crotch monkey wrench hahaha avoid baby geniuses costs watching recommended filling bathtub cement snorkeling diving shark infested waters avoid painful movie final line film spoken bratty sylvester sequel mill nuts sequel mercy "	212	"Negative"
